[2023-11-15T14:05:40.912+0000] {processor.py:157} INFO - Started process (PID=141448) to work on /opt/airflow/dags/timeseries.py
[2023-11-15T14:05:40.971+0000] {processor.py:829} INFO - Processing file /opt/airflow/dags/timeseries.py for tasks to queue
[2023-11-15T14:05:41.010+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:05:41.009+0000] {dagbag.py:536} INFO - Filling up the DagBag from /opt/airflow/dags/timeseries.py
[2023-11-15T14:05:45.086+0000] {processor.py:839} INFO - DAG(s) dict_keys(['simulator_dag_24', 'simulator_dag_44', 'simulator_dag_53', 'simulator_dag_14', 'simulator_dag_50', 'simulator_dag_38', 'simulator_dag_43', 'simulator_dag_52', 'simulator_dag_42', 'simulator_dag_1', 'simulator_dag_6', 'simulator_dag_18', 'simulator_dag_46', 'simulator_dag_8', 'simulator_dag_35', 'simulator_dag_2', 'simulator_dag_25', 'simulator_dag_39', 'simulator_dag_5', 'simulator_dag_10', 'simulator_dag_20', 'simulator_dag_13', 'simulator_dag_36', 'simulator_dag_54', 'simulator_dag_41', 'simulator_dag_27', 'simulator_dag_45', 'simulator_dag_32', 'simulator_dag_3', 'simulator_dag_28', 'simulator_dag_7', 'simulator_dag_22', 'simulator_dag_21', 'simulator_dag_40', 'simulator_dag_55', 'simulator_dag_17', 'simulator_dag_9', 'simulator_dag_26', 'simulator_dag_16', 'simulator_dag_19', 'simulator_dag_11', 'simulator_dag_4', 'simulator_dag_48', 'simulator_dag_34', 'simulator_dag_30', 'simulator_dag_49', 'simulator_dag_15', 'simulator_dag_57', 'simulator_dag_29', 'simulator_dag_23', 'simulator_dag_12', 'simulator_dag_51', 'simulator_dag_31', 'simulator_dag_47', 'simulator_dag_56', 'simulator_dag_37', 'simulator_dag_33']) retrieved from /opt/airflow/dags/timeseries.py
[2023-11-15T14:05:46.090+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:05:46.089+0000] {dag.py:2941} INFO - Sync 57 DAGs
[2023-11-15T14:05:48.253+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:05:48.247+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_1 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:22:54.967+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:22:54.967+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_45 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:22:54.969+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:22:54.969+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_46 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:22:54.972+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:22:54.972+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_47 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:22:54.975+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:22:54.975+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_48 to 2023-11-11T00:00:00+00:00, run_after=2023-11-12T00:00:00+00:00
[2023-11-15T14:22:54.977+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:22:54.977+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_49 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:22:54.980+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:22:54.980+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_5 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:22:54.982+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:22:54.982+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_50 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:22:54.984+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:22:54.984+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_51 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:22:54.987+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:22:54.987+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_52 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:22:54.990+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:22:54.990+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_53 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:22:54.993+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:22:54.993+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_54 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:22:54.995+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:22:54.995+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_55 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:22:54.998+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:22:54.997+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_56 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:22:54.999+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:22:54.999+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_57 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:22:55.002+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:22:55.001+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_58 to 2023-11-11T00:00:00+00:00, run_after=2023-11-12T00:00:00+00:00
[2023-11-15T14:22:55.004+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:22:55.004+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_6 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:22:55.006+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:22:55.006+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_7 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:22:55.009+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:22:55.008+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_8 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:22:55.012+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:22:55.011+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_9 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:22:55.048+0000] {processor.py:179} INFO - Processing /opt/airflow/dags/timeseries.py took 1.030 seconds
[2023-11-15T14:23:25.564+0000] {processor.py:157} INFO - Started process (PID=143315) to work on /opt/airflow/dags/timeseries.py
[2023-11-15T14:23:25.567+0000] {processor.py:829} INFO - Processing file /opt/airflow/dags/timeseries.py for tasks to queue
[2023-11-15T14:23:25.569+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:23:25.568+0000] {dagbag.py:536} INFO - Filling up the DagBag from /opt/airflow/dags/timeseries.py
[2023-11-15T14:23:26.197+0000] {processor.py:839} INFO - DAG(s) dict_keys(['simulator_dag_18', 'simulator_dag_26', 'simulator_dag_16', 'simulator_dag_32', 'simulator_dag_36', 'simulator_dag_58', 'simulator_dag_54', 'simulator_dag_57', 'simulator_dag_29', 'simulator_dag_21', 'simulator_dag_24', 'simulator_dag_19', 'simulator_dag_22', 'simulator_dag_45', 'simulator_dag_40', 'simulator_dag_50', 'simulator_dag_34', 'simulator_dag_25', 'simulator_dag_9', 'simulator_dag_23', 'simulator_dag_11', 'simulator_dag_42', 'simulator_dag_35', 'simulator_dag_52', 'simulator_dag_6', 'simulator_dag_17', 'simulator_dag_39', 'simulator_dag_28', 'simulator_dag_47', 'simulator_dag_33', 'simulator_dag_41', 'simulator_dag_27', 'simulator_dag_5', 'simulator_dag_12', 'simulator_dag_8', 'simulator_dag_14', 'simulator_dag_31', 'simulator_dag_43', 'simulator_dag_37', 'simulator_dag_30', 'simulator_dag_20', 'simulator_dag_13', 'simulator_dag_49', 'simulator_dag_53', 'simulator_dag_46', 'simulator_dag_55', 'simulator_dag_1', 'simulator_dag_38', 'simulator_dag_48', 'simulator_dag_51', 'simulator_dag_44', 'simulator_dag_10', 'simulator_dag_7', 'simulator_dag_4', 'simulator_dag_3', 'simulator_dag_56', 'simulator_dag_2', 'simulator_dag_15']) retrieved from /opt/airflow/dags/timeseries.py
[2023-11-15T14:23:26.393+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:23:26.393+0000] {dag.py:2941} INFO - Sync 58 DAGs
[2023-11-15T14:23:26.417+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:23:26.417+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_1 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:23:26.421+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:23:26.421+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_10 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:23:26.423+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:23:26.423+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_11 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:23:26.426+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:23:26.425+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_12 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:23:26.429+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:23:26.428+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_13 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:23:26.431+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:23:26.431+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_14 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:23:26.433+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:23:26.433+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_15 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:23:26.435+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:23:26.435+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_16 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:23:26.437+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:23:26.437+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_17 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:23:26.439+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:23:26.439+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_18 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:23:26.441+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:23:26.441+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_19 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:23:26.443+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:23:26.443+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_2 to 2023-11-15T00:00:00+00:00, run_after=2023-11-17T00:00:00+00:00
[2023-11-15T14:23:26.447+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:23:26.446+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_20 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:23:26.449+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:23:26.449+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_21 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:23:26.451+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:23:26.451+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_22 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:23:26.453+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:23:26.452+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_23 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:23:26.454+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:23:26.454+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_24 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:23:26.456+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:23:26.456+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_25 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:23:26.460+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:23:26.459+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_26 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:23:26.463+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:23:26.462+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_27 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:23:26.466+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:23:26.465+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_28 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:23:26.468+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:23:26.468+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_29 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:23:26.471+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:23:26.471+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_3 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:23:26.474+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:23:26.474+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_30 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:23:26.478+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:23:26.478+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_31 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:23:26.481+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:23:26.481+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_32 to 2023-11-11T00:00:00+00:00, run_after=2023-11-12T00:00:00+00:00
[2023-11-15T14:23:26.484+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:23:26.483+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_33 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:23:26.485+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:23:26.485+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_34 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:23:26.487+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:23:26.487+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_35 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:23:26.489+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:23:26.489+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_36 to 2023-11-11T00:00:00+00:00, run_after=2023-11-12T00:00:00+00:00
[2023-11-15T14:23:26.491+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:23:26.491+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_37 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:23:26.495+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:23:26.495+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_38 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:23:26.498+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:23:26.498+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_39 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:23:26.500+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:23:26.500+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_4 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:23:26.502+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:23:26.502+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_40 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:23:26.504+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:23:26.504+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_41 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:23:26.506+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:23:26.506+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_42 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:23:26.510+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:23:26.509+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_43 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:23:26.513+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:23:26.513+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_44 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:23:26.516+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:23:26.516+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_45 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:23:26.519+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:23:26.519+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_46 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:23:26.523+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:23:26.522+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_47 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:23:26.526+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:23:26.526+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_48 to 2023-11-11T00:00:00+00:00, run_after=2023-11-12T00:00:00+00:00
[2023-11-15T14:23:26.530+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:23:26.530+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_49 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:23:26.533+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:23:26.533+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_5 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:23:26.536+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:23:26.536+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_50 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:23:26.538+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:23:26.538+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_51 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:23:26.541+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:23:26.541+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_52 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:23:26.543+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:23:26.543+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_53 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:23:26.546+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:23:26.546+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_54 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:23:26.548+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:23:26.548+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_55 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:23:26.550+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:23:26.550+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_56 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:23:26.553+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:23:26.552+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_57 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:23:26.555+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:23:26.555+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_58 to 2023-11-11T00:00:00+00:00, run_after=2023-11-12T00:00:00+00:00
[2023-11-15T14:23:26.557+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:23:26.557+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_6 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:23:26.560+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:23:26.560+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_7 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:23:26.563+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:23:26.562+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_8 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:23:26.565+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:23:26.565+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_9 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:23:26.602+0000] {processor.py:179} INFO - Processing /opt/airflow/dags/timeseries.py took 1.044 seconds
[2023-11-15T14:23:57.006+0000] {processor.py:157} INFO - Started process (PID=143372) to work on /opt/airflow/dags/timeseries.py
[2023-11-15T14:23:57.008+0000] {processor.py:829} INFO - Processing file /opt/airflow/dags/timeseries.py for tasks to queue
[2023-11-15T14:23:57.011+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:23:57.010+0000] {dagbag.py:536} INFO - Filling up the DagBag from /opt/airflow/dags/timeseries.py
[2023-11-15T14:23:57.785+0000] {processor.py:839} INFO - DAG(s) dict_keys(['simulator_dag_29', 'simulator_dag_38', 'simulator_dag_4', 'simulator_dag_46', 'simulator_dag_10', 'simulator_dag_21', 'simulator_dag_11', 'simulator_dag_45', 'simulator_dag_12', 'simulator_dag_53', 'simulator_dag_54', 'simulator_dag_16', 'simulator_dag_57', 'simulator_dag_14', 'simulator_dag_41', 'simulator_dag_1', 'simulator_dag_32', 'simulator_dag_2', 'simulator_dag_42', 'simulator_dag_15', 'simulator_dag_18', 'simulator_dag_58', 'simulator_dag_6', 'simulator_dag_5', 'simulator_dag_51', 'simulator_dag_7', 'simulator_dag_34', 'simulator_dag_52', 'simulator_dag_50', 'simulator_dag_39', 'simulator_dag_8', 'simulator_dag_47', 'simulator_dag_23', 'simulator_dag_13', 'simulator_dag_27', 'simulator_dag_28', 'simulator_dag_20', 'simulator_dag_40', 'simulator_dag_33', 'simulator_dag_30', 'simulator_dag_3', 'simulator_dag_17', 'simulator_dag_49', 'simulator_dag_26', 'simulator_dag_19', 'simulator_dag_44', 'simulator_dag_24', 'simulator_dag_22', 'simulator_dag_25', 'simulator_dag_35', 'simulator_dag_9', 'simulator_dag_43', 'simulator_dag_56', 'simulator_dag_37', 'simulator_dag_36', 'simulator_dag_31', 'simulator_dag_55', 'simulator_dag_48']) retrieved from /opt/airflow/dags/timeseries.py
[2023-11-15T14:23:58.067+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:23:58.066+0000] {dag.py:2941} INFO - Sync 58 DAGs
[2023-11-15T14:23:58.098+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:23:58.098+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_1 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:23:58.102+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:23:58.102+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_10 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:23:58.105+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:23:58.105+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_11 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:23:58.107+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:23:58.107+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_12 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:23:58.109+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:23:58.109+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_13 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:23:58.111+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:23:58.111+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_14 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:23:58.113+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:23:58.113+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_15 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
[2023-11-15T14:23:58.115+0000] {logging_mixin.py:154} INFO - [2023-11-15T14:23:58.115+0000] {dag.py:3722} INFO - Setting next_dagrun for simulator_dag_16 to 2023-11-15T00:00:00+00:00, run_after=2023-11-16T00:00:00+00:00
